Name,Embryo,clusterUmap,Pseudotime,Dataset,EmbryoDay,Stage,clusterEmbryoCells,HDAC2,ENO1,PCBP4,RB1,JAK2,LEF1,TCF3,TAF12,PITX2,SMARCA4,PLCG1,E2F6,AES,NFX1,LCK,EPAS1,TYK2,SPTLC3,JAK3,TRRAP,E2F4,FOXA1,FOXA2,HDAC9,SKI,EP300,RELA,MYB,JUND,RBPJ,MYC,CEBPA,HDAC1,KAT2A,SRPRA,SRF,SIN3A,HNF1A,SMAD3,JUN,MAX,CREB1,ATF1,EGR1,FOS,IRF1,DAND5,HIF1A,SIRT1,E2F1,MYCBP,DVL3,TAF10,TLE1,CREM,GLI1,ELK1,SUPT7L,WT1,PTGDR2,MTSS1,TCF4,EGFR,C21orf33,TERT,TWIST1,PARP1,FOXM1,YY1,SNAI1,TRIM28,ARNT,ERAL1,EGF,AKT1,SMAD4,SMARCA2,JAK1,RBL1,TNIK,NCOR1,IL23R,STK11,ATF3,CD4,SULT2A1,MYL1,TGFB1,GATA3,FGF4
E6.13.1377,E6.13,late_TE,52.83499805,Petropoulos2016,6.0,B,K09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.004416403785488959,0.0,0.0,0.0,0.0,0.053732912723449,0.0
E6.13.1379,E6.13,late_TE,52.71971056,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0019978969505783386,0.0,0.0,0.0,0.0,0.03659305993690852,0.00010515247108307045
E6.13.1380,E6.13,late_TE,52.95090278,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.008832807570977918,0.0,0.0,0.0,0.00010515247108307045,0.060042060988433225,0.0
E6.13.1383,E6.13,late_TE,52.87350731,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.03175604626708728,0.0
E6.13.1384,E6.13,late_TE,53.67725008,Petropoulos2016,6.0,B,K09,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0022082018927444794,0.0,0.0,0.0,0.0,0.02996845425867508,0.0
E6.13.1386,E6.13,late_TE,53.21824487,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0.03028391167192429,0.0,0.0009463722397476341,0.0,0.0,0.29379600420609886,0.0
E6.13.1387,E6.13,late_TE,53.10893016,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0.015141955835962145,0.0,0.0,0.0,0.0,0.1452155625657203,0.0
E6.13.1388,E6.13,late_TE,53.40481942,Petropoulos2016,6.0,B,K09,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0.00452155625657203,0.0,0.0,0.0,0.001156677181913775,0.17592008412197688,0.0009463722397476341
E6.13.1390,E6.13,late_TE,52.73599246,Petropoulos2016,6.0,B,K09,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0014721345951629863,0.0,0.0,0.0,0.0,0.031335436382754996,0.0
E6.13.1391,E6.13,late_TE,53.00227196,Petropoulos2016,6.0,B,K09,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.01177707676130389,0.0,0.002523659305993691,0.0,0.0012618296529968455,0.15078864353312302,0.00010515247108307045
E6.13.1392,E6.13,late_TE,49.45035619,Petropoulos2016,6.0,B,K09,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0.0014721345951629863,0.0,0.0,0.0,0.0,0.03722397476340694,0.0
E6.13.1393,E6.13,late_TE,53.21027875,Petropoulos2016,6.0,B,K09,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.004942166140904311,0.0,0.00010515247108307045,0.0,0.0,0.06561514195583597,0.0
E6.13.1394,E6.13,late_TE,52.78788084,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.008727655099894847,0.0,0.0,0.0,0.0,0.11976866456361725,0.0
E6.13.1395,E6.13,late_TE,52.82270848,Petropoulos2016,6.0,B,K09,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.07623554153522608,0.0
E6.13.1396,E6.13,late_TE,51.03482733,Petropoulos2016,6.0,B,K09,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0056782334384858045,0.0,0.0,0.0,0.0003154574132492114,0.09137749737118822,0.0
E6.13.1397,E6.13,late_TE,53.31037589,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.00231335436382755,0.0,0.00452155625657203,0.0,0.0,0.10651945320715037,0.0018927444794952682
E6.13.1398,E6.13,late_TE,53.2660784,Petropoulos2016,6.0,B,K09,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.009884332281808622,0.0,0.0,0.0,0.0,0.09873817034700315,0.0003154574132492114
E6.13.1399,E6.13,late_TE,53.41143622,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.017981072555205046,0.0,0.00010515247108307045,0.0,0.0003154574132492114,0.07444794952681388,0.0
E6.13.1400,E6.13,late_TE,39.36506514,Petropoulos2016,6.0,B,K09,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.0017875920084121978,0.0,0.0,0.0,0.0002103049421661409,0.021556256572029444,0.00010515247108307045
E6.14.1403,E6.14,late_TE,52.93721266,Petropoulos2016,6.0,B,K09,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0038906414300736067,0.0,0.0002103049421661409,0.0,0.0,0.05299684542586751,0.0
E5.12.1033,E5.12,medium_TE,40.83903914,Petropoulos2016,5.0,B,K07,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0.005888538380651945,0.0,0.0,0.0,0.0,0.028601472134595164,0.0
E5.12.1042,E5.12,medium_TE,43.74594345,Petropoulos2016,5.0,B,K07,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.15404837013669823,0.0012618296529968455
E5.13.1767,E5.13,medium_TE,40.82947221,Petropoulos2016,5.0,B,K06,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0.00473186119873817,0.0,0.002103049421661409,0.0,0.0,0.06267087276550999,0.0
E5.16.1889,E5.16,medium_TE,42.22808967,Petropoulos2016,5.0,B,K07,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.029337539432176655,0.0
E5.3.55,E5.3,medium_TE,45.38116089,Petropoulos2016,5.0,B,K06,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.00694006309148265,0.0,0.023449001051524712,0.0,0.0019978969505783386,0.11345951629863302,0.0
E5.37.3234,E5.37,medium_TE,45.3501417,Petropoulos2016,5.0,B,K06,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0.004100946372239748,0.0,0.0,0.0,0.0,0.1252365930599369,0.0
E5.37.3235,E5.37,medium_TE,43.36260872,Petropoulos2016,5.0,B,K06,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E5.37.3237,E5.37,medium_TE,43.56511374,Petropoulos2016,5.0,B,K06,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.015457413249211356,0.0,0.0,0.0,0.0,0.16340694006309148,0.0
E6.1.72,E6.1,medium_TE,42.08381891,Petropoulos2016,6.0,B,K07,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.13732912723449,0.0,0.0,0.0,0.0,0.36677181913774975,0.0
E6.1.78,E6.1,medium_TE,43.78112249,Petropoulos2016,6.0,B,K07,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0.020609884332281808,0.0,0.0,0.0,0.0,0.31787592008412197,0.0
E6.1.80,E6.1,medium_TE,43.00108986,Petropoulos2016,6.0,B,K07,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0.0016824395373291271,0.0,0.0,0.0,0.0,0.2932702418506835,0.0
E6.1.82,E6.1,medium_TE,41.23858498,Petropoulos2016,6.0,B,K07,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0,0.0002103049421661409,0.0,0.0,0.0,0.2640378548895899,0.0
E6.1.83,E6.1,medium_TE,43.33467357,Petropoulos2016,6.0,B,K07,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0.01146161934805468,0.0,0.0,0.0,0.0,0.291062039957939,0.0
E6.1.84,E6.1,medium_TE,44.04138811,Petropoulos2016,6.0,B,K07,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0037854889589905363,0.45573080967402735,0.0
E6.1.88,E6.1,medium_TE,43.70828651,Petropoulos2016,6.0,B,K07,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.25068349106203996,0.0
E6.11.1064,E6.11,medium_TE,52.94180055,Petropoulos2016,6.0,B,K08,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0.03070452155625657,0.0,0.0,0.0,0.004311251314405889,0.15678233438485806,0.0
E6.11.1065,E6.11,medium_TE,48.44136268,Petropoulos2016,6.0,B,K08,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.007676130389064143,0.0,0.0,0.0,0.0,0.13375394321766562,0.0
E6.11.1071,E6.11,medium_TE,45.41796612,Petropoulos2016,6.0,B,K08,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0.0002103049421661409,0.0,0.0,0.0,0.0,0.04153522607781283,0.0
E6.11.1074,E6.11,medium_TE,44.56718569,Petropoulos2016,6.0,B,K08,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.02576235541535226,0.0
E6.11.1076,E6.11,medium_TE,45.41730821,Petropoulos2016,6.0,B,K08,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.008517350157728707,0.0,0.00010515247108307045,0.0,0.0,0.14784437434279707,0.0
E6.12.1266,E6.12,medium_TE,43.36089239,Petropoulos2016,6.0,B,K08,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0.010830704521556257,0.0,0.0,0.0,0.0,0.10389064143007361,0.0
